timestamp,msgr_recv_bytes,msgr_send_bytes,msgr_recv_messages,msgr_send_messages,mds_request,mds_reply,mds_reply_latency_s,getattr_latency_s,mkdir_latency_s,mds_journal_latency_s,objecter_op_latency_s,objecter_send_bytes,objecter_ops,mds_rss_bytes,mds_heap_bytes,sessions_open
"2025-11-04T11:46:57+00:00",9144092,9373792,23976,11179,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:46:58+00:00",9144590,9373792,23977,11179,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:46:58+00:00",9144590,9373792,23977,11179,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:08+00:00",9154412,9380342,24000,11184,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:08+00:00",9155600,9383222,24003,11186,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:09+00:00",9155600,9383222,24003,11186,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:19+00:00",9165342,9389100,24026,11191,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:19+00:00",9165878,9389218,24028,11192,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:20+00:00",9166376,9389218,24029,11192,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:31+00:00",9177108,9395618,24054,11197,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:32+00:00",9177944,9395618,24056,11197,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:32+00:00",9177944,9395618,24056,11197,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:42+00:00",9188076,9402254,24081,11204,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:42+00:00",9188494,9402254,24082,11204,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:43+00:00",9188992,9402254,24083,11204,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:53+00:00",9199386,9408654,24107,11209,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:54+00:00",9199884,9410894,24108,11210,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:47:54+00:00",9199884,9410894,24108,11210,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139004,348160000,2
"2025-11-04T11:48:04+00:00",9209824,9416890,24132,11216,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139268,348160000,2
"2025-11-04T11:48:04+00:00",9210514,9417530,24134,11217,112,112,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,1684947,6340,139268,348160000,2
