timestamp,msgr_recv_bytes,msgr_send_bytes,msgr_recv_messages,msgr_send_messages,mds_request,mds_reply,mds_reply_latency_s,getattr_latency_s,mkdir_latency_s,mds_journal_latency_s,objecter_op_latency_s,objecter_send_bytes,objecter_ops,mds_rss_bytes,mds_heap_bytes,sessions_open
"2025-11-04T12:11:34+00:00",10616408,10521546,27502,12052,120,120,0.004881361,0.000743695,0.002955372,3.625863288,0.471550437,1793179,6372,140552,349208576,2
"2025-11-04T12:11:34+00:00",10616906,10521546,27503,12052,120,120,0.004881361,0.000743695,0.002955372,3.625863288,0.471550437,1793179,6372,140552,349208576,2
"2025-11-04T12:11:34+00:00",10616906,10521546,27503,12052,120,120,0.004881361,0.000743695,0.002955372,3.625863288,0.471550437,1793179,6372,140552,349208576,2
"2025-11-04T12:11:45+00:00",10629488,10534620,27533,12063,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:11:45+00:00",10629986,10534620,27534,12063,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:11:45+00:00",10629986,10534620,27534,12063,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:11:56+00:00",10640410,10541116,27556,12068,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:11:56+00:00",10641598,10541116,27559,12068,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:11:57+00:00",10641598,10541116,27559,12068,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:07+00:00",10652756,10547208,27584,12074,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:07+00:00",10653254,10547848,27585,12075,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:07+00:00",10653254,10547848,27585,12075,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:18+00:00",10664148,10553822,27609,12080,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:19+00:00",10665144,10556110,27611,12081,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:20+00:00",10666910,10556750,27615,12082,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:30+00:00",10677870,10562724,27639,12087,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:31+00:00",10677870,10562724,27639,12087,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:31+00:00",10678368,10562724,27640,12087,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:41+00:00",10689760,10569338,27665,12093,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:41+00:00",10689760,10569338,27665,12093,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:42+00:00",10690376,10569456,27667,12094,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:52+00:00",10701650,10575952,27691,12099,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:52+00:00",10701650,10575952,27691,12099,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:12:53+00:00",10701650,10575952,27691,12099,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:03+00:00",10713306,10582684,27717,12106,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:03+00:00",10713306,10582684,27717,12106,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:04+00:00",10713306,10584972,27717,12107,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:14+00:00",10723842,10590828,27740,12111,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:14+00:00",10724838,10590828,27742,12111,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:14+00:00",10724838,10590828,27742,12111,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140552,349208576,2
"2025-11-04T12:13:25+00:00",10735578,10597560,27766,12118,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140816,349208576,2
"2025-11-04T12:13:26+00:00",10736574,10597560,27768,12118,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140816,349208576,2
"2025-11-04T12:13:26+00:00",10737570,10597560,27770,12118,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140816,349208576,2
"2025-11-04T12:13:37+00:00",10748618,10604056,27794,12123,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140816,349208576,2
"2025-11-04T12:13:37+00:00",10749116,10604056,27795,12123,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140816,349208576,2
"2025-11-04T12:13:37+00:00",10749732,10604174,27797,12124,120,120,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,1798169,6376,140816,349208576,2
