event_id,start_ts,end_ts,duration_s,phase_mix,n_points,metrics_top,max_abs_z,metrics_count,reasoning,severity,label
2,2025-11-04T12:11:45+00:00,2025-11-04T12:11:56+00:00,11.0,{'stress': 4},4,mds_journal_latency_s_resid:52.6:down;objecter_op_latency_s_resid:14.8:down;objecter_ops_rate_resid:10.1:up;mds_rss_bytes_resid:6.2:up;objecter_send_bytes_rate_resid:2.3:up;mds_heap_bytes_resid:0.1:up,52.56016115661696,4,widespread latency elevation vs baseline; rate/throughput shift vs baseline; resource pressure (memory/sessions),0.5646182784625109,moderate
4,2025-11-04T13:23:47+00:00,2025-11-04T13:24:08+00:00,21.0,{'stress': 4},4,objecter_op_latency_s_resid:25.9:up;objecter_ops_rate_resid:13.8:up;mds_journal_latency_s_resid:7.1:down;objecter_send_bytes_rate_resid:2.5:up;mds_rss_bytes_resid:0.3:down;mds_heap_bytes_resid:0.2:down,25.856887345422262,4,widespread latency elevation vs baseline; rate/throughput shift vs baseline; resource pressure (memory/sessions),0.5904011937459719,moderate
