timestamp,phase,msgr_recv_bytes_rate,msgr_send_bytes_rate,msgr_recv_messages_rate,msgr_send_messages_rate,mds_request_rate,mds_reply_rate,objecter_send_bytes_rate,objecter_ops_rate,mds_reply_latency_s,getattr_latency_s,mkdir_latency_s,mds_journal_latency_s,objecter_op_latency_s,mds_rss_bytes,mds_heap_bytes,sessions_open,msgr_recv_bytes_rate_ewm,msgr_recv_bytes_rate_resid,msgr_send_bytes_rate_ewm,msgr_send_bytes_rate_resid,msgr_recv_messages_rate_ewm,msgr_recv_messages_rate_resid,msgr_send_messages_rate_ewm,msgr_send_messages_rate_resid,mds_request_rate_ewm,mds_request_rate_resid,mds_reply_rate_ewm,mds_reply_rate_resid,objecter_send_bytes_rate_ewm,objecter_send_bytes_rate_resid,objecter_ops_rate_ewm,objecter_ops_rate_resid,mds_reply_latency_s_ewm,mds_reply_latency_s_resid,getattr_latency_s_ewm,getattr_latency_s_resid,mkdir_latency_s_ewm,mkdir_latency_s_resid,mds_journal_latency_s_ewm,mds_journal_latency_s_resid,objecter_op_latency_s_ewm,objecter_op_latency_s_resid,mds_rss_bytes_ewm,mds_rss_bytes_resid,mds_heap_bytes_ewm,mds_heap_bytes_resid,sessions_open_ewm,sessions_open_resid,iforest_score,z_anom_count,z_norm,iforest_norm,hybrid_score,z_msgr_recv_bytes_rate_resid,z_msgr_send_bytes_rate_resid,z_msgr_recv_messages_rate_resid,z_msgr_send_messages_rate_resid,z_mds_request_rate_resid,z_mds_reply_rate_resid,z_objecter_send_bytes_rate_resid,z_objecter_ops_rate_resid,z_mds_reply_latency_s_resid,z_getattr_latency_s_resid,z_mkdir_latency_s_resid,z_mds_journal_latency_s_resid,z_objecter_op_latency_s_resid,z_mds_rss_bytes_resid,z_mds_heap_bytes_resid,z_sessions_open_resid,z_max_abs
2025-11-04 11:47:32+00:00,base,836.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,,,,,,,,,,,,,,,,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:32+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,,,,,,,,,,,,,,,,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:42+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,,,,,,,,,,,,,,,,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:42+00:00,base,1055.0,663.6,2.6,0.7,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,,,,,,,,,,,,,,,,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:43+00:00,base,916.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,,,,,,,,,,,,,,,,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:53+00:00,base,1039.4,640.0,2.4,0.5,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,830.6883295019337,208.71167049806638,303.8034507488553,336.1965492511447,1.9009917173071644,0.4990082826928355,0.2638447754624008,0.23615522453759918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.2036906035283657,0,0.0,2.3049330081305217e-05,9.219732032522088e-06,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:54+00:00,base,498.0,2240.0,1.0,1.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,770.1995423197639,-272.19954231976385,655.8391869763362,1584.1608130236636,1.7371750414331344,-0.7371750414331344,0.3976911799237825,0.6023088200762174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.2036906035283657,0,0.0,2.3049330081305217e-05,9.219732032522088e-06,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:47:54+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139004,348160000,2,770.1995423197639,,655.8391869763362,,1.7371750414331344,,0.3976911799237825,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139004.0,0.0,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.33719982506398305,-0.15977664785937293,,0.33719982506398305
2025-11-04 11:48:04+00:00,base,994.0,599.6,2.4,0.6,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139268,348160000,2,818.0015818242804,175.99841817571962,643.82693344741,-44.22693344741003,1.878749304427999,0.5212506955720009,0.4409027725614212,0.1590972274385788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139052.0,216.0,348160000.0,0.0,2.0,0.0,-0.07614721079783354,1,0.2,0.26612207279152655,0.22644882911661063,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,5.49154004812673,-0.15977664785937293,,5.49154004812673
2025-11-04 11:48:04+00:00,base,inf,inf,inf,inf,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139268,348160000,2,818.0015818242804,inf,643.82693344741,inf,1.878749304427999,inf,0.4409027725614212,inf,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139091.27272727274,176.7272727272648,348160000.0,0.0,2.0,0.0,-0.11261813796952291,1,0.2,0.19003127814233567,0.19601251125693425,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,4.4317691620918405,-0.15977664785937293,,4.4317691620918405
2025-11-04 11:48:05+00:00,base,498.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139268,348160000,2,749.6517293957934,-251.65172939579338,506.3105010605846,-506.3105010605846,1.6910552782394945,-0.6910552782394945,0.3467293648298555,-0.3467293648298555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139123.40495867768,144.59504132231814,348160000.0,0.0,2.0,0.0,-0.11053276255281302,1,0.2,0.1943820826023472,0.19775283304093888,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,3.564683891700158,-0.15977664785937293,,3.564683891700158
2025-11-04 11:48:15+00:00,base,970.4,576.0,2.2,0.4,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139268,348160000,2,789.7877785965582,180.61222140344182,518.9813190495692,57.01868095043085,1.78359068219595,0.4164093178040502,0.35641493486079084,0.04358506513920918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139149.69496619081,118.30503380918526,348160000.0,0.0,2.0,0.0,-0.14577946492592947,0,0.0,0.1208454384773297,0.04833817539093188,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,2.855250488652561,-0.15977664785937293,,2.855250488652561
2025-11-04 11:48:15+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139268,348160000,2,789.7877785965582,,518.9813190495692,,1.78359068219595,,0.35641493486079084,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139171.20497233793,96.7950276620686,348160000.0,0.0,2.0,0.0,-0.16283355915858316,0,0.0,0.08526478059945392,0.034105912239781565,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,2.274804977067949,-0.15977664785937293,,2.274804977067949
2025-11-04 11:48:16+00:00,base,916.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139268,348160000,2,816.7457287992352,99.25427120076483,408.13094022344757,-408.13094022344757,1.8298140316298248,0.1701859683701752,0.28028747304586465,-0.28028747304586465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139188.80406827648,79.19593172351597,348160000.0,0.0,2.0,0.0,-0.16435414761457462,0,0.0,0.08209231439353332,0.03283692575741333,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,1.799895013044104,-0.15977664785937293,,1.799895013044104
2025-11-04 11:48:26+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,846.6465053811924,,454.5798601828207,,1.9516660258789476,,0.35659884158298016,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139202.913723346,17.086276654008543,348160000.0,0.0,2.0,0.0,-0.19497930542214326,0,0.0,0.018197788683650486,0.007279115473460195,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,0.1238717583507725,-0.15977664785937293,,0.18834512938023765
2025-11-04 11:48:26+00:00,base,981.2,663.6,2.5,0.7,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,846.6465053811924,134.5534946188077,454.5798601828207,209.0201398171793,1.9516660258789476,0.5483339741210524,0.35659884158298016,0.3434011584170198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139194.47605586256,25.523944137443323,348160000.0,0.0,2.0,0.0,-0.18887360019783472,0,0.0,0.030936372493825456,0.012374548997530183,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,0.3515614291721662,-0.15977664785937293,,0.3515614291721662
2025-11-04 11:48:26+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,846.6465053811924,,454.5798601828207,,1.9516660258789476,,0.35659884158298016,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139199.11677297845,20.88322702154983,348160000.0,0.0,2.0,0.0,-0.1929689532779993,0,0.0,0.022392069005960524,0.00895682760238421,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,0.22633211022028188,-0.15977664785937293,,0.22633211022028188
2025-11-04 11:48:37+00:00,base,1011.0909090909091,592.5454545454545,2.4545454545454546,0.5454545454545454,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,887.6305895189385,123.46031957197067,488.96469420522794,103.58076034022656,2.076997459182032,0.37754799536342265,0.40366689548299955,0.14178764997154586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139206.02031910126,13.979680898744846,348160000.0,0.0,2.0,0.0,-0.1973423543531801,0,0.0,0.013267662555760625,0.00530706502230425,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,0.040040561366557086,-0.15977664785937293,,0.18834512938023765
2025-11-04 11:48:37+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,887.6305895189385,,488.96469420522794,,2.076997459182032,,0.40366689548299955,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139208.56207926467,11.437920735334046,348160000.0,0.0,2.0,0.0,-0.19747580922400465,0,0.0,0.012989230172535438,0.0051956920690141755,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.02854859980270343,-0.15977664785937293,,0.18834512938023765
2025-11-04 11:48:38+00:00,base,916.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,893.6900752527575,22.309924747242462,384.52563330702395,-384.52563330702395,2.0605513999392677,-0.060551399939267725,0.317446781884689,-0.317446781884689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139210.64170121655,9.358298783452483,348160000.0,0.0,2.0,0.0,-0.1976238707414163,0,0.0,0.01268032334206795,0.005072129336827181,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.08466700439573475,-0.15977664785937293,,0.18834512938023765
2025-11-04 11:48:48+00:00,base,1008.0,587.8,2.4,0.5,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,914.4736979340743,93.52630206592573,421.4846090693832,166.31539093061673,2.1222693272230373,0.2777306727769626,0.3506382760874728,0.14936172391252722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139212.34321008626,7.656789913744433,348160000.0,0.0,2.0,0.0,-0.20090718379691863,0,0.0,0.005830212339977314,0.0023320849359909257,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.13058206269876704,-0.15977664785937293,,0.18834512938023765
2025-11-04 11:48:48+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,914.4736979340743,,421.4846090693832,,2.1222693272230373,,0.3506382760874728,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139213.73535370693,6.264646293071564,348160000.0,0.0,2.0,0.0,-0.20131088581180756,0,0.0,0.0049879522304448354,0.0019951808921779344,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.16814892858313757,-0.15977664785937293,,0.18834512938023765
2025-11-04 11:48:48+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,914.4736979340743,,421.4846090693832,,2.1222693272230373,,0.3506382760874728,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139214.87438030567,5.125619694328634,348160000.0,0.0,2.0,0.0,-0.20057025445599308,0,0.0,0.00653316187484832,0.002613264749939328,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.19888545521608997,-0.15977664785937293,,0.19888545521608997
2025-11-04 11:48:59+00:00,base,1000.9090909090909,796.1818181818181,2.3636363636363638,0.6363636363636364,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,936.0157835159014,64.8933073931895,514.8694953775288,281.31232280428935,2.1824246545268737,0.18121170910949003,0.42184892200593993,0.21451471435769642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139215.8063111592,4.193688840809045,348160000.0,0.0,2.0,0.0,-0.2005344781079645,0,0.0,0.006607803540477671,0.0026431214161910686,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.22403352246130423,-0.15977664785937293,,0.22403352246130423
2025-11-04 11:48:59+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,936.0157835159014,,514.8694953775288,,2.1824246545268737,,0.42184892200593993,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139216.56880003933,3.4311999606725294,348160000.0,0.0,2.0,0.0,-0.20057025445599308,0,0.0,0.00653316187484832,0.002613264749939328,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.2446092138433239,-0.15977664785937293,,0.2446092138433239
2025-11-04 11:48:59+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,936.0157835159014,,514.8694953775288,,2.1824246545268737,,0.42184892200593993,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139217.19265457764,2.8073454223631416,348160000.0,0.0,2.0,0.0,-0.20159323439749088,0,0.0,0.0043988767690072575,0.001759550707602903,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.2614438704290411,-0.15977664785937293,,0.2614438704290411
2025-11-04 11:49:10+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,952.1889868003009,,534.2284882906472,,2.2275876139547797,,0.4526548549354585,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139218.12070265113,1.8792973488743883,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.2864871612169194,-0.15977664785937293,,0.2864871612169194
2025-11-04 11:49:10+00:00,base,,,,,,,,,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,952.1889868003009,,534.2284882906472,,2.2275876139547797,,0.4526548549354585,,0.0,,0.0,,0.0,,0.0,,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139218.4623930782,1.5376069218036719,348160000.0,0.0,2.0,0.0,-0.20370165125684098,0,0.0,0.0,0.0,,,,,,,,,,,,0.18834512938023765,-0.10855543922132324,-0.2957076455528206,-0.15977664785937293,,0.2957076455528206
2025-11-04 11:49:10+00:00,base,1000.9090909090909,592.5454545454545,2.3636363636363638,0.5454545454545454,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,952.1889868003009,48.72010410879,534.2284882906472,58.31696625480731,2.2275876139547797,0.1360487496815841,0.4526548549354585,0.09279969051908693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139217.70308101806,2.296918981941417,348160000.0,0.0,2.0,0.0,-0.20175166789571558,0,0.0,0.004068330448585594,0.0016273321794342379,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.2752176803624527,-0.15977664785937293,,0.2752176803624527
2025-11-04 11:49:20+00:00,base,984.6,599.6,2.4,0.6,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,960.266705846982,24.333294153018073,550.5208732892708,49.07912671072927,2.2705575392101283,0.12944246078987165,0.48937733187224436,0.11062266812775562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139218.74195797305,1.2580420269514434,348160000.0,0.0,2.0,0.0,-0.2036906035283657,0,0.0,2.3049330081305217e-05,9.219732032522088e-06,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.3032516781906426,-0.15977664785937293,,0.3032516781906426
2025-11-04 11:49:21+00:00,base,498.0,640.0,1.0,1.0,0.0,0.0,0.0,0.0,0.004859013,0.000743695,0.002955372,3.798557723,0.471760163,139220,348160000,2,876.2182138748034,-378.2182138748034,566.7898054184942,73.21019458150579,2.0395470775355595,-1.0395470775355595,0.5822178169863818,0.41778218301361825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004859013,0.0,0.000743695,0.0,0.002955372,0.0,3.798557723,0.0,0.471760163,0.0,139218.97069288703,1.029307112970855,348160000.0,0.0,2.0,0.0,-0.2034528918070469,0,0.0,0.0005189970664091054,0.00020759882656364218,,,,,,,0.0053416753131305846,0.00559217327430948,,,,0.18834512938023765,-0.10855543922132324,-0.3094240685309643,-0.15977664785937293,,0.3094240685309643
