timestamp,phase,msgr_recv_bytes_rate,msgr_send_bytes_rate,msgr_recv_messages_rate,msgr_send_messages_rate,mds_request_rate,mds_reply_rate,objecter_send_bytes_rate,objecter_ops_rate,mds_reply_latency_s,getattr_latency_s,mkdir_latency_s,mds_journal_latency_s,objecter_op_latency_s,mds_rss_bytes,mds_heap_bytes,sessions_open,msgr_recv_bytes_rate_ewm,msgr_recv_bytes_rate_resid,msgr_send_bytes_rate_ewm,msgr_send_bytes_rate_resid,msgr_recv_messages_rate_ewm,msgr_recv_messages_rate_resid,msgr_send_messages_rate_ewm,msgr_send_messages_rate_resid,mds_request_rate_ewm,mds_request_rate_resid,mds_reply_rate_ewm,mds_reply_rate_resid,objecter_send_bytes_rate_ewm,objecter_send_bytes_rate_resid,objecter_ops_rate_ewm,objecter_ops_rate_resid,mds_reply_latency_s_ewm,mds_reply_latency_s_resid,getattr_latency_s_ewm,getattr_latency_s_resid,mkdir_latency_s_ewm,mkdir_latency_s_resid,mds_journal_latency_s_ewm,mds_journal_latency_s_resid,objecter_op_latency_s_ewm,objecter_op_latency_s_resid,mds_rss_bytes_ewm,mds_rss_bytes_resid,mds_heap_bytes_ewm,mds_heap_bytes_resid,sessions_open_ewm,sessions_open_resid,z_anom_count,z_norm,hybrid_score,z_msgr_recv_bytes_rate_resid,z_msgr_send_bytes_rate_resid,z_msgr_recv_messages_rate_resid,z_msgr_send_messages_rate_resid,z_mds_request_rate_resid,z_mds_reply_rate_resid,z_objecter_send_bytes_rate_resid,z_objecter_ops_rate_resid,z_mds_reply_latency_s_resid,z_getattr_latency_s_resid,z_mkdir_latency_s_resid,z_mds_journal_latency_s_resid,z_objecter_op_latency_s_resid,z_mds_rss_bytes_resid,z_mds_heap_bytes_resid,z_sessions_open_resid,z_max_abs
2025-11-04 12:11:34+00:00,stress,,,,,,,,,0.004881361,0.000743695,0.002955372,3.625863288,0.471550437,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:34+00:00,stress,inf,,inf,,,,,,0.004881361,0.000743695,0.002955372,3.625863288,0.471550437,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:34+00:00,stress,,,,,,,,,0.004881361,0.000743695,0.002955372,3.625863288,0.471550437,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:45+00:00,stress,1143.8181818181818,1188.5454545454545,2.727272727272727,1.0,0.0,0.0,453.6363636363636,0.36363636363636365,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:45+00:00,stress,inf,,inf,,,,,,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:45+00:00,stress,,,,,,,,,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:56+00:00,stress,947.6363636363636,590.5454545454545,2.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:56+00:00,stress,inf,,inf,,,,,,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:11:57+00:00,stress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:12:07+00:00,stress,1165.6,673.2,2.6,0.7,0.0,0.0,0.0,0.0,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,0.004881361,0.0,0.000743695,0.0,0.002955372,0.0,3.615336763116025,-0.003424058116025197,0.47133147707765066,-7.122307765067282e-05,140552.0,0.0,349208576.0,0.0,2.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:12:07+00:00,stress,,,,,,,,,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,0.004881361,0.0,0.000743695,0.0,0.002955372,0.0,3.6147142070949294,-0.0028015020949294644,0.4713185274271687,-5.8273427168686887e-05,140552.0,0.0,349208576.0,0.0,2.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:12:07+00:00,stress,,,,,,,,,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,0.004881361,0.0,0.000743695,0.0,0.002955372,0.0,3.6142048430776694,-0.002292138077669481,0.4713079322585925,-4.767825859253172e-05,140552.0,0.0,349208576.0,0.0,2.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:12:18+00:00,stress,1035.6363636363637,601.2727272727273,2.272727272727273,0.5454545454545454,0.0,0.0,0.0,0.0,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,0.004881361,0.0,0.000743695,0.0,0.002955372,0.0,3.613788090699911,-0.0018753856999111918,0.47129926348430295,-3.900948430296536e-05,140552.0,0.0,349208576.0,0.0,2.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-11-04 12:12:19+00:00,stress,996.0,2288.0,2.0,1.0,0.0,0.0,0.0,0.0,0.004881361,0.000743695,0.002955372,3.611912705,0.471260254,140552,349208576,2,,,,,,,,,,,,,,,,,0.004881361,0.0,0.000743695,0.0,0.002955372,0.0,3.6134471114817455,-0.0015344064817455205,0.4712921708507933,-3.1916850793289875e-05,140552.0,0.0,349208576.0,0.0,2.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,
